index,occupation,type,energy_Eh,energy_eV,alpha_energy_eV,beta_energy_eV
643,0,VMO,1.227136,33.392,,
644,0,VMO,1.227233,33.395,,
645,0,VMO,1.257918,34.23,,
646,0,VMO,1.257926,34.23,,
647,0,VMO,1.257927,34.23,,
648,0,VMO,1.257956,34.231,,
649,0,VMO,1.257961,34.231,,
650,0,VMO,1.290614,35.119,,
651,0,VMO,1.290649,35.12,,
652,0,VMO,1.290746,35.123,,
653,0,VMO,1.307411,35.576,,
654,0,VMO,1.307431,35.577,,
655,0,VMO,1.307433,35.577,,
656,0,VMO,1.307444,35.577,,
657,0,VMO,1.307464,35.578,,
658,0,VMO,1.317431,35.849,,
659,0,VMO,1.317698,35.856,,
660,0,VMO,1.317839,35.86,,
661,0,VMO,1.317959,35.863,,
662,0,VMO,1.320089,35.921,,
663,0,VMO,1.320124,35.922,,
664,0,VMO,1.320127,35.922,,
665,0,VMO,1.320134,35.923,,
666,0,VMO,1.320144,35.923,,
667,0,VMO,1.328115,36.14,,
668,0,VMO,1.329465,36.177,,
669,0,VMO,1.329473,36.177,,
670,0,VMO,1.3295,36.178,,
671,0,VMO,1.329502,36.178,,
672,0,VMO,1.329508,36.178,,
673,0,VMO,1.331281,36.226,,
674,0,VMO,1.3313,36.227,,
675,0,VMO,1.331314,36.227,,
676,0,VMO,1.337227,36.388,,
677,0,VMO,1.337301,36.39,,
678,0,VMO,1.337389,36.392,,
679,0,VMO,1.337464,36.394,,
680,0,VMO,1.360411,37.019,,
681,0,VMO,1.360459,37.02,,
682,0,VMO,1.36051,37.021,,
683,0,VMO,1.360547,37.022,,
684,0,VMO,1.360647,37.025,,
685,0,VMO,1.386194,37.72,,
686,0,VMO,1.386209,37.721,,
687,0,VMO,1.386216,37.721,,
688,0,VMO,1.391353,37.861,,
689,0,VMO,1.39211,37.881,,
690,0,VMO,1.392477,37.891,,
691,0,VMO,1.392721,37.898,,
692,0,VMO,1.403773,38.199,,
693,0,VMO,1.404108,38.208,,
694,0,VMO,1.404241,38.211,,
695,0,VMO,1.404548,38.22,,
696,0,VMO,1.404837,38.228,,
697,0,VMO,1.408755,38.334,,
698,0,VMO,1.408933,38.339,,
699,0,VMO,1.408975,38.34,,
700,0,VMO,1.412349,38.432,,
701,0,VMO,1.412395,38.433,,
702,0,VMO,1.412413,38.434,,
703,0,VMO,1.412484,38.436,,
704,0,VMO,1.412556,38.438,,
705,0,VMO,1.434201,39.027,,
706,0,VMO,1.434317,39.03,,
707,0,VMO,1.43439,39.032,,
708,0,VMO,1.45418,39.57,,
709,0,VMO,1.4542,39.571,,
710,0,VMO,1.454211,39.571,,
711,0,VMO,1.454268,39.573,,
712,0,VMO,1.463661,39.828,,
713,0,VMO,1.463691,39.829,,
714,0,VMO,1.463737,39.83,,
715,0,VMO,1.475674,40.155,,
716,0,VMO,1.47581,40.159,,
717,0,VMO,1.475859,40.16,,
718,0,VMO,1.480215,40.279,,
719,0,VMO,1.480238,40.279,,
720,0,VMO,1.480335,40.282,,
721,0,VMO,1.485403,40.42,,
722,0,VMO,1.485586,40.425,,
723,0,VMO,1.485672,40.427,,
724,0,VMO,1.485746,40.429,,
725,0,VMO,1.485763,40.43,,
726,0,VMO,1.520102,41.364,,
727,0,VMO,1.520125,41.365,,
728,0,VMO,1.520151,41.365,,
729,0,VMO,1.52841,41.59,,
730,0,VMO,1.528452,41.591,,
731,0,VMO,1.52847,41.592,,
732,0,VMO,1.528483,41.592,,
733,0,VMO,1.528522,41.593,,
734,0,VMO,1.554906,42.311,,
735,0,VMO,1.555057,42.315,,
736,0,VMO,1.55525,42.321,,
737,0,VMO,1.556348,42.35,,
738,0,VMO,1.556468,42.354,,
739,0,VMO,1.55653,42.355,,
740,0,VMO,1.556574,42.357,,
741,0,VMO,1.564913,42.583,,
742,0,VMO,1.565104,42.589,,
743,0,VMO,1.56517,42.59,,
744,0,VMO,1.565232,42.592,,
745,0,VMO,1.565329,42.595,,
746,0,VMO,1.59848,43.497,,
747,0,VMO,1.598587,43.5,,
748,0,VMO,1.598713,43.503,,
749,0,VMO,1.598837,43.507,,
750,0,VMO,1.599187,43.516,,
751,0,VMO,1.610707,43.83,,
752,0,VMO,1.610715,43.83,,
753,0,VMO,1.610734,43.83,,
754,0,VMO,1.610759,43.831,,
755,0,VMO,1.612173,43.869,,
756,0,VMO,1.612264,43.872,,
757,0,VMO,1.612445,43.877,,
758,0,VMO,1.621264,44.117,,
759,0,VMO,1.621719,44.129,,
760,0,VMO,1.621918,44.135,,
761,0,VMO,1.622086,44.139,,
762,0,VMO,1.632982,44.436,,
763,0,VMO,1.633057,44.438,,
764,0,VMO,1.633123,44.44,,
765,0,VMO,1.655427,45.046,,
766,0,VMO,1.655443,45.047,,
767,0,VMO,1.655445,45.047,,
768,0,VMO,1.664058,45.281,,
769,0,VMO,1.664091,45.282,,
770,0,VMO,1.66414,45.284,,
771,0,VMO,1.664171,45.284,,
772,0,VMO,1.664182,45.285,,
773,0,VMO,1.665911,45.332,,
774,0,VMO,1.666075,45.336,,
775,0,VMO,1.666093,45.337,,
776,0,VMO,1.666134,45.338,,
777,0,VMO,1.671941,45.496,,
778,0,VMO,1.672106,45.5,,
779,0,VMO,1.672236,45.504,,
780,0,VMO,1.67227,45.505,,
781,0,VMO,1.672559,45.513,,
782,0,VMO,1.712578,46.602,,
783,0,VMO,1.715614,46.684,,
784,0,VMO,1.715718,46.687,,
785,0,VMO,1.716211,46.7,,
786,0,VMO,1.719519,46.79,,
787,0,VMO,1.719949,46.802,,
788,0,VMO,1.720316,46.812,,
789,0,VMO,1.720502,46.817,,
790,0,VMO,1.721093,46.833,,
791,0,VMO,1.722031,46.859,,
792,0,VMO,1.722042,46.859,,
793,0,VMO,1.722098,46.861,,
794,0,VMO,1.722143,46.862,,
795,0,VMO,1.722186,46.863,,
796,0,VMO,1.747914,47.563,,
797,0,VMO,1.762471,47.959,,
798,0,VMO,1.76751,48.096,,
799,0,VMO,1.76752,48.097,,
800,0,VMO,1.767525,48.097,,
801,0,VMO,1.768313,48.118,,
802,0,VMO,1.770546,48.179,,
803,0,VMO,1.774214,48.279,,
804,0,VMO,1.785317,48.581,,
805,0,VMO,1.785749,48.593,,
806,0,VMO,1.78583,48.595,,
807,0,VMO,1.786009,48.6,,
808,0,VMO,1.786839,48.622,,
809,0,VMO,1.791904,48.76,,
810,0,VMO,1.793709,48.809,,
811,0,VMO,1.796225,48.878,,
812,0,VMO,1.797658,48.917,,
813,0,VMO,1.797889,48.923,,
814,0,VMO,1.798672,48.944,,
815,0,VMO,1.798677,48.944,,
816,0,VMO,1.798683,48.945,,
817,0,VMO,1.800143,48.984,,
818,0,VMO,1.80082,49.003,,
819,0,VMO,1.801141,49.012,,
820,0,VMO,1.802013,49.035,,
821,0,VMO,1.82981,49.792,,
822,0,VMO,1.82983,49.792,,
823,0,VMO,1.83001,49.797,,
824,0,VMO,1.834567,49.921,,
825,0,VMO,1.837538,50.002,,
826,0,VMO,1.837592,50.003,,
827,0,VMO,1.837652,50.005,,
828,0,VMO,1.837694,50.006,,
829,0,VMO,1.839482,50.055,,
830,0,VMO,1.842624,50.14,,
831,0,VMO,1.853941,50.448,,
832,0,VMO,1.853986,50.45,,
833,0,VMO,1.854131,50.453,,
834,0,VMO,1.860934,50.639,,
835,0,VMO,1.860979,50.64,,
836,0,VMO,1.860997,50.64,,
837,0,VMO,1.861029,50.641,,
838,0,VMO,1.873403,50.978,,
839,0,VMO,1.873831,50.99,,
840,0,VMO,1.873962,50.993,,
841,0,VMO,1.874168,50.999,,
842,0,VMO,1.874474,51.007,,
843,0,VMO,1.888349,51.385,,
844,0,VMO,1.888353,51.385,,
845,0,VMO,1.888359,51.385,,
846,0,VMO,1.889885,51.426,,
847,0,VMO,1.889896,51.427,,
848,0,VMO,1.889922,51.427,,
849,0,VMO,1.898559,51.662,,
850,0,VMO,1.898764,51.668,,
851,0,VMO,1.89897,51.674,,
852,0,VMO,1.918717,52.211,,
853,0,VMO,1.918722,52.211,,
854,0,VMO,1.918734,52.211,,
855,0,VMO,1.918737,52.211,,
856,0,VMO,1.918808,52.213,,
857,0,VMO,1.949859,53.058,,
858,0,VMO,1.949906,53.06,,
859,0,VMO,1.949946,53.061,,
860,0,VMO,1.949963,53.061,,
861,0,VMO,1.950043,53.063,,
862,0,VMO,1.959247,53.314,,
863,0,VMO,1.959272,53.315,,
864,0,VMO,1.959278,53.315,,
865,0,VMO,1.959342,53.316,,
866,0,VMO,1.976965,53.796,,
867,0,VMO,1.99419,54.265,,
868,0,VMO,1.994345,54.269,,
869,0,VMO,1.994456,54.272,,
870,0,VMO,1.994548,54.274,,
871,0,VMO,1.994588,54.276,,
872,0,VMO,2.000187,54.428,,
873,0,VMO,2.000299,54.431,,
874,0,VMO,2.000694,54.442,,
875,0,VMO,2.046927,55.7,,
876,0,VMO,2.047006,55.702,,
877,0,VMO,2.047058,55.703,,
878,0,VMO,2.047119,55.705,,
879,0,VMO,2.047133,55.705,,
880,0,VMO,2.051845,55.834,,
881,0,VMO,2.051853,55.834,,
882,0,VMO,2.051861,55.834,,
883,0,VMO,2.088997,56.845,,
884,0,VMO,2.089001,56.845,,
885,0,VMO,2.089009,56.845,,
886,0,VMO,2.089021,56.845,,
887,0,VMO,2.089039,56.846,,
888,0,VMO,2.090448,56.884,,
889,0,VMO,2.090453,56.884,,
890,0,VMO,2.090464,56.884,,
891,0,VMO,2.144988,58.368,,
892,0,VMO,2.14528,58.376,,
893,0,VMO,2.145319,58.377,,
894,0,VMO,2.145474,58.381,,
895,0,VMO,2.151238,58.538,,
896,0,VMO,2.151478,58.545,,
897,0,VMO,2.151577,58.547,,
898,0,VMO,2.151754,58.552,,
899,0,VMO,2.165135,58.916,,
900,0,VMO,2.165287,58.92,,
901,0,VMO,2.165382,58.923,,
902,0,VMO,2.171679,59.094,,
903,0,VMO,2.171857,59.099,,
904,0,VMO,2.171993,59.103,,
905,0,VMO,2.172025,59.104,,
906,0,VMO,2.172295,59.111,,
907,0,VMO,2.181,59.348,,
908,0,VMO,2.182587,59.391,,
909,0,VMO,2.183151,59.407,,
910,0,VMO,2.184134,59.433,,
911,0,VMO,2.185917,59.482,,
912,0,VMO,2.186058,59.486,,
913,0,VMO,2.186079,59.486,,
914,0,VMO,2.201995,59.919,,
915,0,VMO,2.202817,59.942,,
916,0,VMO,2.203175,59.951,,
917,0,VMO,2.203821,59.969,,
918,0,VMO,2.210898,60.162,,
919,0,VMO,2.211307,60.173,,
920,0,VMO,2.21136,60.174,,
921,0,VMO,2.211561,60.18,,
922,0,VMO,2.215806,60.295,,
923,0,VMO,2.215837,60.296,,
924,0,VMO,2.21585,60.296,,
925,0,VMO,2.215878,60.297,,
926,0,VMO,2.215915,60.298,,
927,0,VMO,2.219526,60.396,,
928,0,VMO,2.220622,60.426,,
929,0,VMO,2.221312,60.445,,
930,0,VMO,2.228666,60.645,,
931,0,VMO,2.228736,60.647,,
932,0,VMO,2.229103,60.657,,
933,0,VMO,2.22917,60.659,,
934,0,VMO,2.229406,60.665,,
935,0,VMO,2.229709,60.673,,
936,0,VMO,2.229846,60.677,,
937,0,VMO,2.230072,60.683,,
938,0,VMO,2.245747,61.11,,
939,0,VMO,2.24597,61.116,,
940,0,VMO,2.246126,61.12,,
941,0,VMO,2.246221,61.123,,
942,0,VMO,2.246486,61.13,,
943,0,VMO,2.246719,61.136,,
944,0,VMO,2.246859,61.14,,
945,0,VMO,2.246937,61.142,,
946,0,VMO,2.246972,61.143,,
947,0,VMO,2.271073,61.799,,
948,0,VMO,2.271123,61.8,,
949,0,VMO,2.271163,61.801,,
950,0,VMO,2.285593,62.194,,
951,0,VMO,2.285604,62.194,,
952,0,VMO,2.285616,62.195,,
953,0,VMO,2.294533,62.437,,
954,0,VMO,2.294579,62.439,,
955,0,VMO,2.294795,62.445,,
956,0,VMO,2.294841,62.446,,
957,0,VMO,2.295051,62.452,,
958,0,VMO,2.379316,64.744,,
959,0,VMO,2.381872,64.814,,
960,0,VMO,2.382113,64.821,,
961,0,VMO,2.382301,64.826,,
962,0,VMO,2.382378,64.828,,
963,0,VMO,2.382604,64.834,,
964,0,VMO,2.38282,64.84,,
965,0,VMO,2.382839,64.84,,
966,0,VMO,2.382947,64.843,,
967,0,VMO,2.382965,64.844,,
968,0,VMO,2.383034,64.846,,
969,0,VMO,2.389916,65.033,,
970,0,VMO,2.390479,65.048,,
971,0,VMO,2.390747,65.056,,
972,0,VMO,2.391043,65.064,,
973,0,VMO,2.40369,65.408,,
974,0,VMO,2.40371,65.408,,
975,0,VMO,2.403776,65.41,,
976,0,VMO,2.40378,65.41,,
977,0,VMO,2.412509,65.648,,
978,0,VMO,2.412531,65.648,,
979,0,VMO,2.412538,65.648,,
980,0,VMO,2.431285,66.159,,
981,0,VMO,2.43149,66.164,,
982,0,VMO,2.432085,66.18,,
983,0,VMO,2.437937,66.34,,
984,0,VMO,2.437943,66.34,,
985,0,VMO,2.437964,66.34,,
986,0,VMO,2.437967,66.34,,
987,0,VMO,2.437979,66.341,,
988,0,VMO,2.438913,66.366,,
989,0,VMO,2.438913,66.366,,
990,0,VMO,2.438921,66.366,,
991,0,VMO,2.462422,67.006,,
992,0,VMO,2.463099,67.024,,
993,0,VMO,2.46338,67.032,,
994,0,VMO,2.463804,67.044,,
995,0,VMO,2.464125,67.052,,
996,0,VMO,2.464275,67.056,,
997,0,VMO,2.464348,67.058,,
998,0,VMO,2.478138,67.434,,
999,0,VMO,2.499298,68.009,,
1000,0,VMO,2.499337,68.01,,
1001,0,VMO,2.499352,68.011,,
1002,0,VMO,2.502522,68.097,,
1003,0,VMO,2.502713,68.102,,
1004,0,VMO,2.502828,68.105,,
1005,0,VMO,2.50868,68.265,,
1006,0,VMO,2.508805,68.268,,
1007,0,VMO,2.508907,68.271,,
1008,0,VMO,2.508919,68.271,,
1009,0,VMO,2.509087,68.276,,
1010,0,VMO,2.510248,68.307,,
1011,0,VMO,2.510519,68.315,,
1012,0,VMO,2.510564,68.316,,
1013,0,VMO,2.510765,68.321,,
1014,0,VMO,2.53545,68.993,,
1015,0,VMO,2.535609,68.997,,
1016,0,VMO,2.535711,69.0,,
1017,0,VMO,2.535759,69.002,,
1018,0,VMO,2.537435,69.047,,
1019,0,VMO,2.537534,69.05,,
1020,0,VMO,2.537666,69.053,,
1021,0,VMO,2.537696,69.054,,
1022,0,VMO,2.53779,69.057,,
1023,0,VMO,2.605106,70.889,,
1024,0,VMO,2.605197,70.891,,
1025,0,VMO,2.605282,70.893,,
1026,0,VMO,2.605298,70.894,,
1027,0,VMO,2.605437,70.898,,
1028,0,VMO,2.607478,70.953,,
1029,0,VMO,2.607676,70.958,,
1030,0,VMO,2.607808,70.962,,
1031,0,VMO,2.607877,70.964,,
1032,0,VMO,2.615254,71.165,,
1033,0,VMO,2.61536,71.168,,
1034,0,VMO,2.615427,71.169,,
1035,0,VMO,2.615488,71.171,,
1036,0,VMO,2.615501,71.171,,
1037,0,VMO,2.618526,71.254,,
1038,0,VMO,2.618535,71.254,,
1039,0,VMO,2.618542,71.254,,
1040,0,VMO,2.630049,71.567,,
1041,0,VMO,2.630058,71.568,,
1042,0,VMO,2.630079,71.568,,
1043,0,VMO,2.656244,72.28,,
1044,0,VMO,2.656481,72.287,,
1045,0,VMO,2.656617,72.29,,
1046,0,VMO,2.656728,72.293,,
1047,0,VMO,2.700449,73.483,,
1048,0,VMO,2.70046,73.483,,
1049,0,VMO,2.700471,73.484,,
1050,0,VMO,2.700477,73.484,,
1051,0,VMO,2.700481,73.484,,
1052,0,VMO,2.715991,73.906,,
1053,0,VMO,2.715997,73.906,,
1054,0,VMO,2.716008,73.906,,
1055,0,VMO,2.716013,73.906,,
1056,0,VMO,2.716029,73.907,,
1057,0,VMO,2.716089,73.909,,
1058,0,VMO,2.7161,73.909,,
1059,0,VMO,2.716141,73.91,,
1060,0,VMO,2.716154,73.91,,
1061,0,VMO,2.728755,74.253,,
1062,0,VMO,2.728774,74.254,,
1063,0,VMO,2.728797,74.254,,
1064,0,VMO,2.729695,74.279,,
1065,0,VMO,2.72996,74.286,,
1066,0,VMO,2.730084,74.289,,
1067,0,VMO,2.73406,74.398,,
1068,0,VMO,2.734066,74.398,,
1069,0,VMO,2.734066,74.398,,
1070,0,VMO,2.735059,74.425,,
1071,0,VMO,2.749801,74.826,,
1072,0,VMO,2.749808,74.826,,
1073,0,VMO,2.749825,74.827,,
1074,0,VMO,2.771963,75.429,,
1075,0,VMO,2.771969,75.429,,
1076,0,VMO,2.771983,75.429,,
1077,0,VMO,2.787284,75.846,,
1078,0,VMO,2.787372,75.848,,
1079,0,VMO,2.78747,75.851,,
1080,0,VMO,2.787503,75.852,,
1081,0,VMO,2.787518,75.852,,
1082,0,VMO,2.789009,75.893,,
1083,0,VMO,2.789055,75.894,,
1084,0,VMO,2.78907,75.894,,
1085,0,VMO,2.791066,75.949,,
1086,0,VMO,2.791285,75.955,,
1087,0,VMO,2.791457,75.959,,
1088,0,VMO,2.79154,75.962,,
1089,0,VMO,2.803703,76.293,,
1090,0,VMO,2.803704,76.293,,
1091,0,VMO,2.803706,76.293,,
1092,0,VMO,2.804861,76.324,,
1093,0,VMO,2.8049,76.325,,
1094,0,VMO,2.804908,76.325,,
1095,0,VMO,2.804913,76.326,,
1096,0,VMO,2.834197,77.122,,
1097,0,VMO,2.834205,77.123,,
1098,0,VMO,2.834209,77.123,,
1099,0,VMO,2.834213,77.123,,
1100,0,VMO,2.834215,77.123,,
1101,0,VMO,2.874348,78.215,,
1102,0,VMO,2.874387,78.216,,
1103,0,VMO,2.874419,78.217,,
1104,0,VMO,2.874433,78.217,,
1105,0,VMO,2.874509,78.219,,
1106,0,VMO,2.898586,78.875,,
1107,0,VMO,2.898596,78.875,,
1108,0,VMO,2.898604,78.875,,
1109,0,VMO,2.905658,79.067,,
1110,0,VMO,2.905691,79.068,,
1111,0,VMO,2.905718,79.069,,
1112,0,VMO,2.905745,79.069,,
1113,0,VMO,2.905767,79.07,,
1114,0,VMO,2.907458,79.116,,
1115,0,VMO,2.907946,79.129,,
1116,0,VMO,2.908272,79.138,,
1117,0,VMO,2.908433,79.142,,
1118,0,VMO,2.921136,79.488,,
1119,0,VMO,2.933914,79.836,,
1120,0,VMO,2.933964,79.837,,
1121,0,VMO,2.933965,79.837,,
1122,0,VMO,2.933988,79.838,,
1123,0,VMO,2.935833,79.888,,
1124,0,VMO,2.935895,79.89,,
1125,0,VMO,2.935908,79.89,,
1126,0,VMO,2.935968,79.892,,
1127,0,VMO,2.93632,79.901,,
1128,0,VMO,2.936326,79.901,,
1129,0,VMO,2.936346,79.902,,
1130,0,VMO,2.937949,79.946,,
1131,0,VMO,2.938505,79.961,,
1132,0,VMO,2.938729,79.967,,
1133,0,VMO,2.944317,80.119,,
1134,0,VMO,2.944345,80.12,,
1135,0,VMO,2.944381,80.121,,
1136,0,VMO,2.958383,80.502,,
1137,0,VMO,2.958396,80.502,,
1138,0,VMO,2.9584,80.502,,
1139,0,VMO,2.958406,80.502,,
1140,0,VMO,2.958409,80.502,,
1141,0,VMO,2.964751,80.675,,
1142,0,VMO,2.96477,80.675,,
1143,0,VMO,2.964784,80.676,,
1144,0,VMO,2.964796,80.676,,
1145,0,VMO,2.980866,81.113,,
1146,0,VMO,2.980891,81.114,,
1147,0,VMO,2.980973,81.116,,
1148,0,VMO,2.981005,81.117,,
1149,0,VMO,2.981075,81.119,,
1150,0,VMO,2.991044,81.39,,
1151,0,VMO,2.991059,81.391,,
1152,0,VMO,2.991093,81.392,,
1153,0,VMO,2.992398,81.427,,
1154,0,VMO,2.992402,81.427,,
1155,0,VMO,2.992407,81.428,,
1156,0,VMO,2.99241,81.428,,
1157,0,VMO,2.992418,81.428,,
1158,0,VMO,3.02836,82.406,,
1159,0,VMO,3.028365,82.406,,
1160,0,VMO,3.028366,82.406,,
1161,0,VMO,3.028374,82.406,,
1162,0,VMO,3.028382,82.406,,
1163,0,VMO,3.040847,82.746,,
1164,0,VMO,3.04091,82.747,,
1165,0,VMO,3.041004,82.75,,
1166,0,VMO,3.041697,82.769,,
1167,0,VMO,3.041709,82.769,,
1168,0,VMO,3.041715,82.769,,
1169,0,VMO,3.041717,82.769,,
1170,0,VMO,3.041742,82.77,,
1171,0,VMO,3.059446,83.252,,
1172,0,VMO,3.05945,83.252,,
1173,0,VMO,3.05946,83.252,,
1174,0,VMO,3.067502,83.471,,
1175,0,VMO,3.067505,83.471,,
1176,0,VMO,3.067511,83.471,,
1177,0,VMO,3.093967,84.191,,
1178,0,VMO,3.093976,84.191,,
1179,0,VMO,3.09399,84.192,,
1180,0,VMO,3.093998,84.192,,
1181,0,VMO,3.094012,84.192,,
1182,0,VMO,3.112894,84.706,,
1183,0,VMO,3.112901,84.706,,
1184,0,VMO,3.112908,84.707,,
1185,0,VMO,3.112919,84.707,,
1186,0,VMO,3.112978,84.708,,
1187,0,VMO,3.134758,85.301,,
1188,0,VMO,3.134799,85.302,,
1189,0,VMO,3.134811,85.303,,
1190,0,VMO,3.134846,85.303,,
1191,0,VMO,3.139618,85.433,,
1192,0,VMO,3.139621,85.433,,
1193,0,VMO,3.13965,85.434,,
1194,0,VMO,3.13966,85.434,,
1195,0,VMO,3.139663,85.435,,
1196,0,VMO,3.143392,85.536,,
1197,0,VMO,3.143447,85.538,,
1198,0,VMO,3.143457,85.538,,
1199,0,VMO,3.143482,85.538,,
1200,0,VMO,3.160619,86.005,,
1201,0,VMO,3.160623,86.005,,
1202,0,VMO,3.160645,86.006,,
1203,0,VMO,3.160675,86.006,,
1204,0,VMO,3.163637,86.087,,
1205,0,VMO,3.165509,86.138,,
1206,0,VMO,3.172447,86.327,,
1207,0,VMO,3.172552,86.33,,
1208,0,VMO,3.172587,86.33,,
1209,0,VMO,3.179276,86.513,,
1210,0,VMO,3.179317,86.514,,
1211,0,VMO,3.17937,86.515,,
1212,0,VMO,3.184078,86.643,,
1213,0,VMO,3.184137,86.645,,
1214,0,VMO,3.184162,86.645,,
1215,0,VMO,3.194579,86.929,,
1216,0,VMO,3.194635,86.93,,
1217,0,VMO,3.194685,86.932,,
1218,0,VMO,3.194709,86.932,,
1219,0,VMO,3.232743,87.967,,
1220,0,VMO,3.232787,87.969,,
1221,0,VMO,3.232816,87.969,,
1222,0,VMO,3.248026,88.383,,
1223,0,VMO,3.24806,88.384,,
1224,0,VMO,3.248077,88.385,,
1225,0,VMO,3.248096,88.385,,
1226,0,VMO,3.250965,88.463,,
1227,0,VMO,3.250966,88.463,,
1228,0,VMO,3.250996,88.464,,
1229,0,VMO,3.25102,88.465,,
1230,0,VMO,3.251033,88.465,,
1231,0,VMO,3.260269,88.716,,
1232,0,VMO,3.260625,88.726,,
1233,0,VMO,3.260666,88.727,,
1234,0,VMO,3.260706,88.728,,
1235,0,VMO,3.260709,88.728,,
1236,0,VMO,3.260719,88.729,,
1237,0,VMO,3.261099,88.739,,
1238,0,VMO,3.2744,89.101,,
1239,0,VMO,3.274534,89.105,,
1240,0,VMO,3.274554,89.105,,
1241,0,VMO,3.274574,89.106,,
1242,0,VMO,3.274776,89.111,,
1243,0,VMO,3.280705,89.273,,
1244,0,VMO,3.280743,89.274,,
1245,0,VMO,3.280826,89.276,,
1246,0,VMO,3.281425,89.292,,
1247,0,VMO,3.308372,90.025,,
1248,0,VMO,3.308388,90.026,,
1249,0,VMO,3.308465,90.028,,
1250,0,VMO,3.308485,90.028,,
1251,0,VMO,3.308582,90.031,,
1252,0,VMO,3.326857,90.528,,
1253,0,VMO,3.326951,90.531,,
1254,0,VMO,3.327023,90.533,,
1255,0,VMO,3.327068,90.534,,
1256,0,VMO,3.327234,90.539,,
1257,0,VMO,3.328307,90.568,,
1258,0,VMO,3.328396,90.57,,
1259,0,VMO,3.328452,90.572,,
1260,0,VMO,3.32853,90.574,,
1261,0,VMO,3.328627,90.577,,
1262,0,VMO,3.328648,90.577,,
1263,0,VMO,3.328655,90.577,,
1264,0,VMO,3.330336,90.623,,
1265,0,VMO,3.330523,90.628,,
1266,0,VMO,3.330665,90.632,,
1267,0,VMO,3.330903,90.638,,
1268,0,VMO,3.330926,90.639,,
1269,0,VMO,3.344449,91.007,,
1270,0,VMO,3.344495,91.008,,
1271,0,VMO,3.344618,91.012,,
1272,0,VMO,3.348979,91.13,,
1273,0,VMO,3.34908,91.133,,
1274,0,VMO,3.349108,91.134,,
1275,0,VMO,3.34914,91.135,,
1276,0,VMO,3.368717,91.667,,
1277,0,VMO,3.368723,91.668,,
1278,0,VMO,3.36873,91.668,,
1279,0,VMO,3.374866,91.835,,
1280,0,VMO,3.374901,91.836,,
1281,0,VMO,3.374912,91.836,,
1282,0,VMO,3.37492,91.836,,
1283,0,VMO,3.375005,91.839,,
1284,0,VMO,3.390779,92.268,,
1285,0,VMO,3.390787,92.268,,
1286,0,VMO,3.390793,92.268,,
1287,0,VMO,3.399281,92.499,,
1288,0,VMO,3.399306,92.5,,
1289,0,VMO,3.399313,92.5,,
1290,0,VMO,3.402746,92.593,,
1291,0,VMO,3.402779,92.594,,
1292,0,VMO,3.402803,92.595,,
1293,0,VMO,3.402828,92.596,,
1294,0,VMO,3.402831,92.596,,
1295,0,VMO,3.409995,92.791,,
