index,occupation,type,energy_Eh,energy_eV,alpha_energy_eV,beta_energy_eV
1296,0,VMO,3.410028,92.792,,
1297,0,VMO,3.410052,92.792,,
1298,0,VMO,3.410076,92.793,,
1299,0,VMO,3.413033,92.873,,
1300,0,VMO,3.413057,92.874,,
1301,0,VMO,3.413085,92.875,,
1302,0,VMO,3.419696,93.055,,
1303,0,VMO,3.419721,93.055,,
1304,0,VMO,3.419736,93.056,,
1305,0,VMO,3.419742,93.056,,
1306,0,VMO,3.419771,93.057,,
1307,0,VMO,3.420074,93.065,,
1308,0,VMO,3.420394,93.074,,
1309,0,VMO,3.420481,93.076,,
1310,0,VMO,3.420734,93.083,,
1311,0,VMO,3.421033,93.091,,
1312,0,VMO,3.424005,93.172,,
1313,0,VMO,3.424066,93.174,,
1314,0,VMO,3.424092,93.174,,
1315,0,VMO,3.424191,93.177,,
1316,0,VMO,3.433239,93.423,,
1317,0,VMO,3.433271,93.424,,
1318,0,VMO,3.433373,93.427,,
1319,0,VMO,3.435961,93.497,,
1320,0,VMO,3.436021,93.499,,
1321,0,VMO,3.436026,93.499,,
1322,0,VMO,3.436097,93.501,,
1323,0,VMO,3.486247,94.866,,
1324,0,VMO,3.486263,94.866,,
1325,0,VMO,3.48628,94.867,,
1326,0,VMO,3.486301,94.867,,
1327,0,VMO,3.486309,94.867,,
1328,0,VMO,3.494663,95.095,,
1329,0,VMO,3.49469,95.095,,
1330,0,VMO,3.494701,95.096,,
1331,0,VMO,3.494717,95.096,,
1332,0,VMO,3.50166,95.285,,
1333,0,VMO,3.501719,95.287,,
1334,0,VMO,3.501869,95.291,,
1335,0,VMO,3.513402,95.605,,
1336,0,VMO,3.513469,95.606,,
1337,0,VMO,3.513506,95.607,,
1338,0,VMO,3.513553,95.609,,
1339,0,VMO,3.513628,95.611,,
1340,0,VMO,3.521301,95.819,,
1341,0,VMO,3.521305,95.82,,
1342,0,VMO,3.521307,95.82,,
1343,0,VMO,3.521308,95.82,,
1344,0,VMO,3.521317,95.82,,
1345,0,VMO,3.531733,96.103,,
1346,0,VMO,3.531747,96.104,,
1347,0,VMO,3.531763,96.104,,
1348,0,VMO,3.538448,96.286,,
1349,0,VMO,3.53845,96.286,,
1350,0,VMO,3.538455,96.286,,
1351,0,VMO,3.555571,96.752,,
1352,0,VMO,3.555662,96.754,,
1353,0,VMO,3.555675,96.755,,
1354,0,VMO,3.555782,96.758,,
1355,0,VMO,3.560008,96.873,,
1356,0,VMO,3.560019,96.873,,
1357,0,VMO,3.560024,96.873,,
1358,0,VMO,3.56006,96.874,,
1359,0,VMO,3.563637,96.971,,
1360,0,VMO,3.56364,96.972,,
1361,0,VMO,3.563642,96.972,,
1362,0,VMO,3.563651,96.972,,
1363,0,VMO,3.574359,97.263,,
1364,0,VMO,3.574395,97.264,,
1365,0,VMO,3.574398,97.264,,
1366,0,VMO,3.581936,97.469,,
1367,0,VMO,3.581937,97.469,,
1368,0,VMO,3.581945,97.47,,
1369,0,VMO,3.601443,98.0,,
1370,0,VMO,3.601453,98.001,,
1371,0,VMO,3.601475,98.001,,
1372,0,VMO,3.601494,98.002,,
1373,0,VMO,3.605176,98.102,,
1374,0,VMO,3.608998,98.206,,
1375,0,VMO,3.609039,98.207,,
1376,0,VMO,3.609079,98.208,,
1377,0,VMO,3.609107,98.209,,
1378,0,VMO,3.60913,98.209,,
1379,0,VMO,3.611145,98.264,,
1380,0,VMO,3.611207,98.266,,
1381,0,VMO,3.611261,98.267,,
1382,0,VMO,3.613742,98.335,,
1383,0,VMO,3.613745,98.335,,
1384,0,VMO,3.61375,98.335,,
1385,0,VMO,3.613762,98.335,,
1386,0,VMO,3.617096,98.426,,
1387,0,VMO,3.617124,98.427,,
1388,0,VMO,3.617126,98.427,,
1389,0,VMO,3.617129,98.427,,
1390,0,VMO,3.617131,98.427,,
1391,0,VMO,3.670079,99.868,,
1392,0,VMO,3.670131,99.869,,
1393,0,VMO,3.670136,99.869,,
1394,0,VMO,3.670143,99.87,,
1395,0,VMO,3.670145,99.87,,
1396,0,VMO,3.672795,99.942,,
1397,0,VMO,3.672815,99.942,,
1398,0,VMO,3.672839,99.943,,
1399,0,VMO,3.699066,100.657,,
1400,0,VMO,3.699086,100.657,,
1401,0,VMO,3.699096,100.658,,
1402,0,VMO,3.699101,100.658,,
1403,0,VMO,3.699169,100.66,,
1404,0,VMO,3.767898,102.53,,
1405,0,VMO,3.768007,102.533,,
1406,0,VMO,3.768121,102.536,,
1407,0,VMO,3.768192,102.538,,
1408,0,VMO,3.768219,102.538,,
1409,0,VMO,3.77001,102.587,,
1410,0,VMO,3.770013,102.587,,
1411,0,VMO,3.770016,102.587,,
1412,0,VMO,3.782235,102.92,,
1413,0,VMO,3.782853,102.937,,
1414,0,VMO,3.783211,102.946,,
1415,0,VMO,3.790105,103.134,,
1416,0,VMO,3.800814,103.425,,
1417,0,VMO,3.800831,103.426,,
1418,0,VMO,3.800856,103.427,,
1419,0,VMO,3.816106,103.842,,
1420,0,VMO,3.816124,103.842,,
1421,0,VMO,3.816156,103.843,,
1422,0,VMO,3.816168,103.843,,
1423,0,VMO,3.816188,103.844,,
1424,0,VMO,3.819029,103.921,,
1425,0,VMO,3.819037,103.921,,
1426,0,VMO,3.819044,103.921,,
1427,0,VMO,3.834425,104.34,,
1428,0,VMO,3.834429,104.34,,
1429,0,VMO,3.834433,104.34,,
1430,0,VMO,3.834465,104.341,,
1431,0,VMO,3.845051,104.629,,
1432,0,VMO,3.845063,104.629,,
1433,0,VMO,3.845107,104.631,,
1434,0,VMO,3.845234,104.634,,
1435,0,VMO,3.867318,105.235,,
1436,0,VMO,3.867325,105.235,,
1437,0,VMO,3.867344,105.236,,
1438,0,VMO,3.867351,105.236,,
1439,0,VMO,3.867386,105.237,,
1440,0,VMO,3.87452,105.431,,
1441,0,VMO,3.87452,105.431,,
1442,0,VMO,3.874526,105.431,,
1443,0,VMO,3.886161,105.748,,
1444,0,VMO,3.886167,105.748,,
1445,0,VMO,3.886171,105.748,,
1446,0,VMO,3.886174,105.748,,
1447,0,VMO,3.886175,105.748,,
1448,0,VMO,3.904606,106.25,,
1449,0,VMO,3.90461,106.25,,
1450,0,VMO,3.904611,106.25,,
1451,0,VMO,3.922339,106.732,,
1452,0,VMO,3.923091,106.753,,
1453,0,VMO,3.923101,106.753,,
1454,0,VMO,3.923149,106.754,,
1455,0,VMO,3.923151,106.754,,
1456,0,VMO,3.923154,106.754,,
1457,0,VMO,3.923177,106.755,,
1458,0,VMO,3.923283,106.758,,
1459,0,VMO,3.923391,106.761,,
1460,0,VMO,3.923395,106.761,,
1461,0,VMO,3.923395,106.761,,
1462,0,VMO,3.923396,106.761,,
1463,0,VMO,3.923908,106.775,,
1464,0,VMO,3.946791,107.398,,
1465,0,VMO,3.946814,107.398,,
1466,0,VMO,3.946863,107.4,,
1467,0,VMO,3.95665,107.666,,
1468,0,VMO,3.956698,107.667,,
1469,0,VMO,3.956766,107.669,,
1470,0,VMO,3.978704,108.266,,
1471,0,VMO,3.978704,108.266,,
1472,0,VMO,3.978718,108.266,,
1473,0,VMO,4.000419,108.857,,
1474,0,VMO,4.000435,108.857,,
1475,0,VMO,4.000443,108.858,,
1476,0,VMO,4.009789,109.112,,
1477,0,VMO,4.00979,109.112,,
1478,0,VMO,4.009793,109.112,,
1479,0,VMO,4.009796,109.112,,
1480,0,VMO,4.014996,109.254,,
1481,0,VMO,4.014999,109.254,,
1482,0,VMO,4.015,109.254,,
1483,0,VMO,4.015008,109.254,,
1484,0,VMO,4.015009,109.254,,
1485,0,VMO,4.019119,109.366,,
1486,0,VMO,4.019126,109.366,,
1487,0,VMO,4.019148,109.367,,
1488,0,VMO,4.019154,109.367,,
1489,0,VMO,4.037112,109.855,,
1490,0,VMO,4.037136,109.856,,
1491,0,VMO,4.037183,109.857,,
1492,0,VMO,4.037287,109.86,,
1493,0,VMO,4.037295,109.86,,
1494,0,VMO,4.0373,109.861,,
1495,0,VMO,4.04646,110.11,,
1496,0,VMO,4.046469,110.11,,
1497,0,VMO,4.046482,110.11,,
1498,0,VMO,4.04649,110.111,,
1499,0,VMO,4.046496,110.111,,
1500,0,VMO,4.046591,110.113,,
1501,0,VMO,4.046606,110.114,,
1502,0,VMO,4.046609,110.114,,
1503,0,VMO,4.046625,110.114,,
1504,0,VMO,4.046641,110.115,,
1505,0,VMO,4.054447,110.327,,
1506,0,VMO,4.05452,110.329,,
1507,0,VMO,4.054582,110.331,,
1508,0,VMO,4.054632,110.332,,
1509,0,VMO,4.060722,110.498,,
1510,0,VMO,4.060734,110.498,,
1511,0,VMO,4.060738,110.498,,
1512,0,VMO,4.060764,110.499,,
1513,0,VMO,4.06082,110.501,,
1514,0,VMO,4.069256,110.73,,
1515,0,VMO,4.069891,110.747,,
1516,0,VMO,4.070491,110.764,,
1517,0,VMO,4.080439,111.034,,
1518,0,VMO,4.081091,111.052,,
1519,0,VMO,4.081313,111.058,,
1520,0,VMO,4.081734,111.07,,
1521,0,VMO,4.124159,112.224,,
1522,0,VMO,4.1242,112.225,,
1523,0,VMO,4.124242,112.226,,
1524,0,VMO,4.124252,112.227,,
1525,0,VMO,4.124298,112.228,,
1526,0,VMO,4.125046,112.248,,
1527,0,VMO,4.14322,112.743,,
1528,0,VMO,4.143276,112.744,,
1529,0,VMO,4.143325,112.746,,
1530,0,VMO,4.143359,112.747,,
1531,0,VMO,4.143366,112.747,,
1532,0,VMO,4.149421,112.911,,
1533,0,VMO,4.149443,112.912,,
1534,0,VMO,4.149466,112.913,,
1535,0,VMO,4.162415,113.265,,
1536,0,VMO,4.162977,113.28,,
1537,0,VMO,4.16328,113.289,,
1538,0,VMO,4.163469,113.294,,
1539,0,VMO,4.164018,113.309,,
1540,0,VMO,4.16411,113.311,,
1541,0,VMO,4.164247,113.315,,
1542,0,VMO,4.164322,113.317,,
1543,0,VMO,4.164349,113.318,,
1544,0,VMO,4.178142,113.693,,
1545,0,VMO,4.178212,113.695,,
1546,0,VMO,4.17827,113.697,,
1547,0,VMO,4.178273,113.697,,
1548,0,VMO,4.178372,113.699,,
1549,0,VMO,4.178506,113.703,,
1550,0,VMO,4.184513,113.866,,
1551,0,VMO,4.184727,113.872,,
1552,0,VMO,4.184822,113.875,,
1553,0,VMO,4.184976,113.879,,
1554,0,VMO,4.195265,114.159,,
1555,0,VMO,4.195272,114.159,,
1556,0,VMO,4.195274,114.159,,
1557,0,VMO,4.211146,114.591,,
1558,0,VMO,4.211503,114.601,,
1559,0,VMO,4.211748,114.607,,
1560,0,VMO,4.251307,115.684,,
1561,0,VMO,4.251368,115.686,,
1562,0,VMO,4.251419,115.687,,
1563,0,VMO,4.268403,116.149,,
1564,0,VMO,4.26842,116.15,,
1565,0,VMO,4.268428,116.15,,
1566,0,VMO,4.270001,116.193,,
1567,0,VMO,4.2702,116.198,,
1568,0,VMO,4.270366,116.203,,
1569,0,VMO,4.270487,116.206,,
1570,0,VMO,4.270539,116.207,,
1571,0,VMO,4.289121,116.713,,
1572,0,VMO,4.289221,116.716,,
1573,0,VMO,4.289278,116.717,,
1574,0,VMO,4.289326,116.718,,
1575,0,VMO,4.311672,117.327,,
1576,0,VMO,4.311678,117.327,,
1577,0,VMO,4.31169,117.327,,
1578,0,VMO,4.311701,117.327,,
1579,0,VMO,4.311704,117.327,,
1580,0,VMO,4.343859,118.202,,
1581,0,VMO,4.343899,118.204,,
1582,0,VMO,4.343913,118.204,,
1583,0,VMO,4.34392,118.204,,
1584,0,VMO,4.344446,118.218,,
1585,0,VMO,4.344499,118.22,,
1586,0,VMO,4.344571,118.222,,
1587,0,VMO,4.34459,118.222,,
1588,0,VMO,4.344689,118.225,,
1589,0,VMO,4.403509,119.826,,
1590,0,VMO,4.403591,119.828,,
1591,0,VMO,4.403645,119.829,,
1592,0,VMO,4.403711,119.831,,
1593,0,VMO,4.422217,120.335,,
1594,0,VMO,4.42227,120.336,,
1595,0,VMO,4.422326,120.338,,
1596,0,VMO,4.42884,120.515,,
1597,0,VMO,4.428845,120.515,,
1598,0,VMO,4.428863,120.515,,
1599,0,VMO,4.428868,120.516,,
1600,0,VMO,4.428893,120.516,,
1601,0,VMO,4.442724,120.893,,
1602,0,VMO,4.442726,120.893,,
1603,0,VMO,4.442734,120.893,,
1604,0,VMO,4.465367,121.509,,
1605,0,VMO,4.465368,121.509,,
1606,0,VMO,4.465371,121.509,,
1607,0,VMO,4.465374,121.509,,
1608,0,VMO,4.465393,121.51,,
1609,0,VMO,4.468598,121.597,,
1610,0,VMO,4.468602,121.597,,
1611,0,VMO,4.468607,121.597,,
1612,0,VMO,4.517001,122.914,,
1613,0,VMO,4.517028,122.915,,
1614,0,VMO,4.517166,122.918,,
1615,0,VMO,4.527213,123.192,,
1616,0,VMO,4.527639,123.203,,
1617,0,VMO,4.527677,123.204,,
1618,0,VMO,4.527718,123.205,,
1619,0,VMO,4.527764,123.207,,
1620,0,VMO,4.527787,123.207,,
1621,0,VMO,4.548808,123.779,,
1622,0,VMO,4.549045,123.786,,
1623,0,VMO,4.5491,123.787,,
1624,0,VMO,4.554751,123.941,,
1625,0,VMO,4.554763,123.941,,
1626,0,VMO,4.554768,123.942,,
1627,0,VMO,4.554777,123.942,,
1628,0,VMO,4.563397,124.176,,
1629,0,VMO,4.563399,124.176,,
1630,0,VMO,4.563416,124.177,,
1631,0,VMO,4.609281,125.425,,
1632,0,VMO,4.609284,125.425,,
1633,0,VMO,4.609286,125.425,,
1634,0,VMO,4.609293,125.425,,
1635,0,VMO,4.609296,125.425,,
1636,0,VMO,4.634951,126.123,,
1637,0,VMO,4.634965,126.124,,
1638,0,VMO,4.634979,126.124,,
1639,0,VMO,4.643167,126.347,,
1640,0,VMO,4.643171,126.347,,
1641,0,VMO,4.643175,126.347,,
1642,0,VMO,4.663657,126.905,,
1643,0,VMO,4.66367,126.905,,
1644,0,VMO,4.663695,126.906,,
1645,0,VMO,4.663707,126.906,,
1646,0,VMO,4.663713,126.906,,
1647,0,VMO,4.69158,127.664,,
1648,0,VMO,4.691607,127.665,,
1649,0,VMO,4.691622,127.666,,
1650,0,VMO,4.691624,127.666,,
1651,0,VMO,4.706426,128.068,,
1652,0,VMO,4.706621,128.074,,
1653,0,VMO,4.706703,128.076,,
1654,0,VMO,4.706764,128.078,,
1655,0,VMO,4.715878,128.326,,
1656,0,VMO,4.715913,128.327,,
1657,0,VMO,4.715953,128.328,,
1658,0,VMO,4.71597,128.328,,
1659,0,VMO,4.715991,128.329,,
1660,0,VMO,4.734163,128.823,,
1661,0,VMO,4.734172,128.823,,
1662,0,VMO,4.734173,128.823,,
1663,0,VMO,4.758618,129.489,,
1664,0,VMO,4.758642,129.489,,
1665,0,VMO,4.758659,129.49,,
1666,0,VMO,4.780463,130.083,,
1667,0,VMO,4.780472,130.083,,
1668,0,VMO,4.780477,130.083,,
1669,0,VMO,4.786671,130.252,,
1670,0,VMO,4.786732,130.254,,
1671,0,VMO,4.786738,130.254,,
1672,0,VMO,4.809537,130.874,,
1673,0,VMO,4.809542,130.874,,
1674,0,VMO,4.809552,130.875,,
1675,0,VMO,4.80957,130.875,,
1676,0,VMO,4.809629,130.877,,
1677,0,VMO,4.840887,131.727,,
1678,0,VMO,4.840893,131.727,,
1679,0,VMO,4.840908,131.728,,
1680,0,VMO,4.840922,131.728,,
1681,0,VMO,4.840948,131.729,,
1682,0,VMO,4.842493,131.771,,
1683,0,VMO,4.842507,131.771,,
1684,0,VMO,4.842515,131.772,,
1685,0,VMO,4.842529,131.772,,
1686,0,VMO,4.913034,133.69,,
1687,0,VMO,4.91305,133.691,,
1688,0,VMO,4.913058,133.691,,
1689,0,VMO,4.924171,133.994,,
1690,0,VMO,4.924264,133.996,,
1691,0,VMO,4.924312,133.997,,
1692,0,VMO,4.924416,134.0,,
1693,0,VMO,4.95738,134.897,,
1694,0,VMO,4.957393,134.898,,
1695,0,VMO,4.957402,134.898,,
1696,0,VMO,4.957402,134.898,,
1697,0,VMO,4.95742,134.898,,
1698,0,VMO,4.981902,135.564,,
1699,0,VMO,4.981945,135.566,,
1700,0,VMO,4.981953,135.566,,
1701,0,VMO,4.995875,135.945,,
1702,0,VMO,4.995884,135.945,,
1703,0,VMO,4.99589,135.945,,
1704,0,VMO,4.995898,135.945,,
1705,0,VMO,5.03053,136.888,,
1706,0,VMO,5.030533,136.888,,
1707,0,VMO,5.030535,136.888,,
1708,0,VMO,5.039433,137.13,,
1709,0,VMO,5.039437,137.13,,
1710,0,VMO,5.039439,137.13,,
1711,0,VMO,5.039443,137.13,,
1712,0,VMO,5.039449,137.13,,
1713,0,VMO,5.05494,137.552,,
1714,0,VMO,5.054945,137.552,,
1715,0,VMO,5.054947,137.552,,
1716,0,VMO,5.054949,137.552,,
1717,0,VMO,5.054968,137.553,,
1718,0,VMO,5.055515,137.568,,
1719,0,VMO,5.05555,137.569,,
1720,0,VMO,5.05556,137.569,,
1721,0,VMO,5.05558,137.569,,
1722,0,VMO,5.092026,138.561,,
1723,0,VMO,5.09204,138.561,,
1724,0,VMO,5.09205,138.562,,
1725,0,VMO,5.092053,138.562,,
1726,0,VMO,5.121888,139.374,,
1727,0,VMO,5.121891,139.374,,
1728,0,VMO,5.121896,139.374,,
1729,0,VMO,5.121908,139.374,,
1730,0,VMO,5.130498,139.608,,
1731,0,VMO,5.130521,139.609,,
1732,0,VMO,5.130536,139.609,,
1733,0,VMO,5.163224,140.498,,
1734,0,VMO,5.163282,140.5,,
1735,0,VMO,5.163316,140.501,,
1736,0,VMO,5.163363,140.502,,
1737,0,VMO,5.163427,140.504,,
1738,0,VMO,5.163759,140.513,,
1739,0,VMO,5.163763,140.513,,
1740,0,VMO,5.163774,140.513,,
1741,0,VMO,5.192678,141.3,,
1742,0,VMO,5.192683,141.3,,
1743,0,VMO,5.192694,141.3,,
1744,0,VMO,5.241176,142.62,,
1745,0,VMO,5.241201,142.62,,
1746,0,VMO,5.241219,142.621,,
1747,0,VMO,5.241223,142.621,,
1748,0,VMO,5.241248,142.622,,
1749,0,VMO,5.241985,142.642,,
1750,0,VMO,5.242163,142.647,,
1751,0,VMO,5.242291,142.65,,
1752,0,VMO,5.282053,143.732,,
1753,0,VMO,5.282112,143.734,,
1754,0,VMO,5.282146,143.735,,
1755,0,VMO,5.299104,144.196,,
1756,0,VMO,5.29916,144.197,,
1757,0,VMO,5.299263,144.2,,
1758,0,VMO,5.299278,144.201,,
1759,0,VMO,5.299283,144.201,,
1760,0,VMO,5.340235,145.315,,
1761,0,VMO,5.34026,145.316,,
1762,0,VMO,5.340343,145.318,,
1763,0,VMO,5.34035,145.318,,
1764,0,VMO,5.340429,145.32,,
1765,0,VMO,5.34363,145.408,,
1766,0,VMO,5.343671,145.409,,
1767,0,VMO,5.343694,145.409,,
1768,0,VMO,5.343711,145.41,,
1769,0,VMO,5.343769,145.411,,
1770,0,VMO,5.439284,148.01,,
1771,0,VMO,5.439312,148.011,,
1772,0,VMO,5.439348,148.012,,
1773,0,VMO,5.439353,148.012,,
1774,0,VMO,5.446281,148.201,,
1775,0,VMO,5.446308,148.202,,
1776,0,VMO,5.446324,148.202,,
1777,0,VMO,5.460051,148.576,,
1778,0,VMO,5.460159,148.578,,
1779,0,VMO,5.460237,148.581,,
1780,0,VMO,5.496192,149.559,,
1781,0,VMO,5.496213,149.56,,
1782,0,VMO,5.496226,149.56,,
1783,0,VMO,5.496294,149.562,,
1784,0,VMO,5.528625,150.442,,
1785,0,VMO,5.548776,150.99,,
1786,0,VMO,5.548824,150.991,,
1787,0,VMO,5.54886,150.992,,
1788,0,VMO,5.548888,150.993,,
1789,0,VMO,5.549022,150.997,,
1790,0,VMO,5.550407,151.034,,
1791,0,VMO,5.550472,151.036,,
1792,0,VMO,5.550521,151.037,,
1793,0,VMO,5.550571,151.039,,
1794,0,VMO,5.569143,151.544,,
1795,0,VMO,5.569161,151.545,,
1796,0,VMO,5.569171,151.545,,
1797,0,VMO,5.569216,151.546,,
1798,0,VMO,5.607759,152.595,,
1799,0,VMO,5.607767,152.595,,
1800,0,VMO,5.607767,152.595,,
1801,0,VMO,5.607814,152.596,,
1802,0,VMO,5.607832,152.597,,
1803,0,VMO,5.661196,154.049,,
1804,0,VMO,5.661251,154.05,,
1805,0,VMO,5.66131,154.052,,
1806,0,VMO,5.661679,154.062,,
1807,0,VMO,5.697595,155.039,,
1808,0,VMO,5.697716,155.043,,
1809,0,VMO,5.697872,155.047,,
1810,0,VMO,5.724527,155.772,,
1811,0,VMO,5.724561,155.773,,
1812,0,VMO,5.724567,155.773,,
1813,0,VMO,5.813949,158.206,,
1814,0,VMO,5.813979,158.206,,
1815,0,VMO,5.814006,158.207,,
1816,0,VMO,5.946147,161.803,,
1817,0,VMO,5.946177,161.804,,
1818,0,VMO,5.946198,161.804,,
1819,0,VMO,5.94621,161.805,,
1820,0,VMO,5.946227,161.805,,
1821,0,VMO,6.036327,164.257,,
1822,0,VMO,6.036396,164.259,,
1823,0,VMO,6.036532,164.262,,
1824,0,VMO,6.036572,164.263,,
1825,0,VMO,6.04392,164.463,,
1826,0,VMO,6.191387,168.476,,
1827,0,VMO,6.19153,168.48,,
1828,0,VMO,6.191555,168.481,,
1829,0,VMO,6.375551,173.488,,
1830,0,VMO,6.375576,173.488,,
1831,0,VMO,6.375581,173.488,,
1832,0,VMO,6.727987,183.078,,
1833,0,VMO,6.757873,183.891,,
1834,0,VMO,6.757877,183.891,,
1835,0,VMO,6.757878,183.891,,
1836,0,VMO,6.757879,183.891,,
1837,0,VMO,6.757883,183.891,,
1838,0,VMO,6.758465,183.907,,
1839,0,VMO,6.758466,183.907,,
1840,0,VMO,6.758469,183.907,,
1841,0,VMO,6.758472,183.907,,
1842,0,VMO,8.384395,228.151,,
1843,0,VMO,8.384419,228.152,,
1844,0,VMO,8.384435,228.152,,
1845,0,VMO,8.384446,228.152,,
1846,0,VMO,8.388809,228.271,,
1847,0,VMO,8.38881,228.271,,
1848,0,VMO,8.388811,228.271,,
1849,0,VMO,9.128052,248.387,,
1850,0,VMO,9.128054,248.387,,
1851,0,VMO,9.128055,248.387,,
1852,0,VMO,9.128056,248.387,,
1853,0,VMO,9.128057,248.387,,
1854,0,VMO,10.00521,272.256,,
1855,0,VMO,22.075617,600.708,,
1856,0,VMO,22.666928,616.798,,
1857,0,VMO,22.66698,616.8,,
1858,0,VMO,22.666985,616.8,,
1859,0,VMO,22.666987,616.8,,
1860,0,VMO,22.667023,616.801,,
1861,0,VMO,22.833448,621.33,,
1862,0,VMO,22.833477,621.33,,
1863,0,VMO,22.833507,621.331,,
1864,0,VMO,22.892435,622.935,,
1865,0,VMO,22.892471,622.936,,
1866,0,VMO,22.89249,622.936,,
1867,0,VMO,22.924068,623.796,,
1868,0,VMO,22.924074,623.796,,
1869,0,VMO,22.924089,623.796,,
1870,0,VMO,22.924116,623.797,,
1871,0,VMO,22.991798,625.639,,
1872,0,VMO,22.991823,625.639,,
1873,0,VMO,22.991845,625.64,,
1874,0,VMO,22.991848,625.64,,
1875,0,VMO,22.991859,625.64,,
1876,0,VMO,23.121852,629.178,,
1877,0,VMO,23.121864,629.178,,
1878,0,VMO,23.12189,629.179,,
1879,0,VMO,23.125403,629.274,,
1880,0,VMO,23.125406,629.274,,
1881,0,VMO,23.125409,629.274,,
1882,0,VMO,23.125446,629.275,,
1883,0,VMO,23.128479,629.358,,
1884,0,VMO,23.128494,629.358,,
1885,0,VMO,23.128534,629.359,,
1886,0,VMO,23.238849,632.361,,
1887,0,VMO,23.238875,632.362,,
1888,0,VMO,23.238896,632.363,,
1889,0,VMO,23.238935,632.364,,
1890,0,VMO,23.23904,632.366,,
1891,0,VMO,23.241053,632.421,,
1892,0,VMO,23.241122,632.423,,
1893,0,VMO,23.241166,632.424,,
1894,0,VMO,23.241181,632.425,,
1895,0,VMO,23.241182,632.425,,
1896,0,VMO,23.425224,637.433,,
1897,0,VMO,23.42523,637.433,,
1898,0,VMO,23.425282,637.434,,
1899,0,VMO,23.49738,639.396,,
1900,0,VMO,23.497451,639.398,,
1901,0,VMO,23.497486,639.399,,
1902,0,VMO,23.497515,639.4,,
1903,0,VMO,23.497525,639.4,,
1904,0,VMO,23.532629,640.355,,
1905,0,VMO,23.532648,640.356,,
1906,0,VMO,23.532693,640.357,,
1907,0,VMO,23.5327,640.357,,
1908,0,VMO,23.873916,649.642,,
1909,0,VMO,23.873979,649.644,,
1910,0,VMO,23.874093,649.647,,
1911,0,VMO,23.874106,649.647,,
1912,0,VMO,23.958016,651.931,,
1913,0,VMO,23.958091,651.933,,
1914,0,VMO,23.958131,651.934,,
1915,0,VMO,36.673424,997.935,,
1916,0,VMO,196.065592,5335.216,,
